Name,Rarity,Attune,Type,Cost,Consumable?,Tool Proficiency,Spells Needed,Item Needed,Other Requirements,Description,Source,Craftable?,Lootable?,PLACEHOLDER
Boots of the Winterlands,Uncommon,Yes,Boots,10000,No,Cobbler’s Tools,,,,These furred boots are snug and feel quite warm. While you wear them  you gain the following benefits:a446You have resistance to cold damage.a446You ignore difficult terrain created by ice or snow.a446You can tolerate temperatures as low as −50 degrees Fahrenheit without any additional protection. If you wear heavy clothes  you can tolerate temperatures as low as −100 degrees Fahrenheit.,DMGa445 page 156,Yes,Yes,a
Slippers of Spider Climbing,Uncommon,Yes,Boots,5000,No,Cobbler’s Tools,,,,While you wear these light shoesa445 you can move upa445 downa445 and across vertical surfaces and upside down along ceilingsa445 while leaving your hands free. You have a climbing speed equal to your walking speed. Howevera445 the slippers don't allow you to move this way on a slippery surfacea445 such as one covered by ice or oil.,DMGa445 page 200,Yes,Yes,a
Winged Boots,Uncommon,Yes,Boots,8000,No,Cobbler’s Tools,,,,While you wear these bootsa445 you have a flying speed equal to your walking speed. You can use the boots to fly for up to 4 hoursa445 all at once or in several shorter flightsa445 each one using a minimum of 1 minute from the duration. If you are flying when the duration expiresa445 you descend at a rate of 30 feet per round until you land.a446The boots regain 2 hours of flying capability for every 12 hours they aren't in use.,DMGa445 page 214,Yes,Yes,a
Boots of Levitation,Rare,Yes,Boots,4000,No,Cobbler’s Tools,Levitation,,,While you wear these boots  you can use an action to cast the levitate spell on yourself at will.,DMGa445 page 155,Yes,Yes,a
Boots of Speed,Rare,Yes,Boots,4000,No,Cobbler’s Tools,,,,While you wear these boots  you can use a bonus action and click the boots’ heels together. If you do  the boots double your walking speed  and any creature that makes an opportunity attack against you has disadvantage on the attack roll. If you click your heels together again  you end the effect. When the boots’ property has been used for a total of 10 minutes  the magic ceases to function until you finish a long rest.,DMGa445 page 155,Yes,Yes,a
Wondrous Items: Misc.,,,,,,,,,,,,,,a
Bead of Nourishment,Common,No,Misc.,25,No,Culinary Tools,,,,This spongya445 flavorlessa445 gelatinous bead dissolves on your tongue and provides as much nourishment as 1 day of rations.,XGEa445 page 136,Yes,Yes,a
Bead of Refreshment,Common,No,Misc.,25,No,Culinary Tools,,,,This spongya445 flavorlessa445 gelatinous bead dissolves in liquida445 transforming up to a pint of the liquid into fresha445 cold drinking water. The bead has no effect on magical liquids or harmful substances such as poison.,XGEa445 page 136,Yes,Yes,a
Candle of the Deep,Common,No,Misc.,50,No,Culinary Tools,,,,The flame of this candle is not extinguished when immersed in water. It gives off light and heat like a normal candle.,XGEa445 page 136,Yes,Yes,a
Charlatan’s Die,Common,Yes,Misc.,80,No,Woodcarver's Tools,,,,Whenever you roll this six—sided diea445 you can control which number it rolls.,XGEa445 page 136,Yes,Yes,a
Ear Horn of Hearing,Common,No,Misc.,75,No,,,,,While held up to your eara445 this horn suppresses the effects of the deafened condition on youa445 allowing you to hear normally.,XGEa445 page 137,Yes,Yes,a
Enduring Spellbook,Common,No,Misc.,100,No,Leatherworker's Tools,,,,This spellbooka445 along with anything written on its pagesa445 can't be damaged by fire or immersion in water. In additiona445 the spellbook doesn't deteriorate with age.,XGEa445 page 137,Yes,Yes,a
Heward’s Handy Spice Pouch,Common,No,Misc.,100,No,Culinary Tools,,,,This belt pouch appears empty and has 10 charges. While holding the poucha445 you can use an action to expend 1 of its chargesa445 speak the name of any nonmagical food seasoning (such as salta445 peppera445 saffrona445 or cilantro)a445 and remove a pinch of the desired seasoning from the pouch. A pinch is enough to season a single meal. The pouch regains 1d6 + 4 expended charges daily at dawn.,XGEa445 page 137,Yes,Yes,a
Horn of Silent Alarm,Common,No,Misc.,85,No,,,,,This horn has 4 charges. When you use an action to blow ita445 one creature of your choice can hear the horns blarea445 provided the creature is within 600 feet of the horn and not deafened. No other creature hears sound coming from the horn. The horn regains 1d4 expended charges daily at dawn.,XGEa445 page 137,Yes,Yes,a
Instrument of Illusions,Common,Yes,Misc.,100,No,Calligrapher's Tools,,,,While you are playing this musical instrumenta445 you can create harmlessa445 illusory visual effects within a 5-foot-radius sphere centered on the instrument. If you are a barda445 the radius increases to 15 feet. Sample visual effects include luminous musical notesa445 a spectral dancera445 butterfliesa445 and gently falling snow. The magical effects have neither substance nor sounda445 and they are obviously illusory. The effects end when you stop playing.a446If you have proficiency with a given musical instrumenta445 you can add your proficiency bonus to any ability checks you make to play music with the instrument.a446A bard can use a musical instrument as a spellcasting focusa445 substituting it for any material component that does not list a cost.a446Each type of musical instrument requires a separate proficiency.a446See the Tool Proficiencies entry for more information.a446Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument.a446History. Your expertise aids you in recalling lore related to your instrument.a446Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act.a446Compose a Tune. As part of a long resta445 you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.a446Musical Instrumenta446Activity        DCa446Identify a tune        10a446Improvise a tune        20,XGEa445 page 137,Yes,Yes,a
Instrument of Scribing,Common,Yes,Misc.,100,No,Calligrapher's Tools,,,,This musical instrument has 3 charges. While you are playing ita445 you can use an action to expend 1 charge from the instrument and write a magical message on a nonmagical object or surface that you can see within 30 feet of you. The message can be up to six words long and is written in a language you know. If you are a barda445 you can scribe an additional seven words and choose to make the message glow faintlya445 allowing it to be seen in nonmagical darkness. Casting dispel magic on the message erases it. Otherwisea445 the message fades away after 24 hours.a446The instrument regains all expended charges daily at dawn.a446If you have proficiency with a given musical instrumenta445 you can add your proficiency bonus to any ability checks you make to play music with the instrument.a446A bard can use a musical instrument as a spellcasting focusa445 substituting it for any material component that does not list a cost.a446Each type of musical instrument requires a separate proficiency.a446See the Tool Proficiencies entry for more information.a446Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument.a446History. Your expertise aids you in recalling lore related to your instrument.a446Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act.a446Compose a Tune. As part of a long resta445 you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.a446Musical Instrumenta446Activity        DCa446Identify a tune        10a446Improvise a tune        20,XGEa445 page 138,Yes,Yes,a
Lock of Trickery,Common,No,Misc.,50,No,Thieves' Tools,,,,This lock appears to be an ordinary lock (of the type described in chapter 5 of the Player's Handbook) and comes with a single key. The tumblers in this lock magically adjust to thwart burglars. Dexterity checks made to pick the lock have disadvantage.,XGEa445 page 138,Yes,Yes,a
Moodmark Paint,Common,No,Misc.,50,No,Painter's Supplies,,,,This thicka445 black paint is stored in a small jara445 containing enough paint to apply moodmarks to one creature. The paint is dabbed on the face in spots or markings that often resemble the eyes of insects or spiders. Applying the paint in this way takes 1 minute.a446For the next 8 hoursa445 the marks change to reflect your mental state. A creature that can see you and makes a successful DC 10 Wisdom (Insight) check can discern whether you are happya445 sada445 angrya445 disgusteda445 surpriseda445 or afraida445 as well as the main source of that emotion. For examplea445 you might communicate fear caused by a monster you just saw around the cornera445 grief at the loss of a frienda445 or happiness derived from pride in your performance in combat. A dark elf has advantage on this check.,GGRa445 page 180,No,No,a
Mystery Key,Common,No,Misc.,50,No,Thieves' Tools,,,,A question mark is worked into the head of this key. The key has a 5 percent chance of unlocking any lock into which it's inserted. Once it unlocks somethinga445 the key disappears.,XGEa445 page 138,Yes,Yes,a
Orb of Direction,Common,No,Misc.,50,No,Glassblower’s Tools,,,,While holding this orba445 you can use an action to determine which way is north. This property functions only on the Material Plane.,XGEa445 page 138,Yes,Yes,a
Orb of Time,Common,No,Misc.,50,No,Glassblower’s Tools,,,,While holding this orba445 you can use an action to determine whether it is morninga445 afternoona445 eveninga445 or nighttime outside. This property functions only on the Material Plane.,XGEa445 page 138,Yes,Yes,a
